name,gender
"DARMANTO","male"
"ELIYANA","female"
"YESI MARIYANA","female"
"ANDY","male"
"SAHAT MANGASI SINAMBELA","male"
"MARINEM","female"
"SITI ASIAH","female"
"WAHYUDI","male"
"EKA MUSTANGIN","male"
"NY SRIYANTI","female"
"JUSUF SUTANTO","male"
"YUDHI AMALIA","male"
"H FIRDAUS ALAMHUDI","male"
"WAWAN","male"
"KADIYEM","female"
"EVA MARTINA ARISUCI","female"
"NURSEPTYAN SAPUTRA","male"
"SURYA RAMAN","male"
"IR ADITIJANTO","male"
"FAISAL, SE","male"
"SHINTA PUJILESTARI ARIANTI","female"
"RUSMONO","male"
"ARNI NENGSIH","female"
"SARAH S DARMAWAN","female"
"MERRY ROSANA","female"
"HUI JIM TJOA","female"
"MARISKA GUNARIO","female"
"CARISSA SETIAWAN","female"
"ERNAWATI T.","female"
"SJOELJATIE.Y.D.","female"
"H ISHAK MAUSIN","male"
"SRI SUSANTI","female"
"SAID USMAN ABDULLAH","male"
"ALGI FAHMI AJI","male"
"ZHULMYS N.","male"
"DARWATI","female"
"NY. INGRID B. THOMARIUS","female"
"FARREL LANANG HENDRADI","male"
"ARIS DARIYANTO","male"
"BUDIYONO","male"
"HJ.SITI DJURIAH, S.SOS","female"
"POETOET","male"
"SUMARTIK","female"
"RISYA HAFIZAH","female"
"ERTANA","female"
"RAFSAN JANI","male"
"ROSMALA DEWI","female"
"SUBIONO","male"
"ISMAWATI","female"
"ILHAM MAULANA","male"
"RAYHAN RISYAD","male"
"NY.MARLIJAH SOEDJONO","female"
"MIHO RINI SETIAWATI","female"
"SOPIYAH","female"
"ALISYAH","female"
"S A A M A H","female"
"DIAH DJAUHARI","female"
"HADI DJUNAEDI","male"
"FARIZ YANUAR IKHSAN","male"
"MARISA EKA PUTRI WARDANI","female"
"YASMINE MIRANDA DWIRANTI","female"
"TH RETNOHARTI","female"
"CHARRY","male"
"PUTRI ANINDIA PRAHARSINI","female"
"JORAM TIMON E TAMPUBOLON","male"
"NASUKHAH","male"
"AMINAH","female"
"SALAMUDIN PUTERA NASUTION","male"
"DRA SITI AISYAH","female"
"RIZKI DWI HASTUTI","female"
"SEKAR KINASIH","female"
"UTAMI SETIANINGSIH","female"
"FEBY RAMADHANIA","female"
"MUTIARA HELENA, SH","female"
"NARADA PERKASA BOEDIMAN","male"
"VERA EVIYANTI WIBOWO","female"
"NY.SRI SINTOMINI","female"
"MONICA TJAHJA","female"
"ARUNG RADITYA","male"
"W SRI REDJEKI","female"
"DRS.ALI WAHYUDHI","male"
"ERWIN S. WAHIDIYAT","male"
"ERINTA MARIANA","female"
"DRS.MUH.ROIEF SYUAIB","male"
"AFRIL YUDI PURNAMA","male"
"ABDUL ROHIM","male"
"SUTARDI","male"
"SUSANNE FRANSISCA WIDJAJA","female"
"ZULKIFLI","male"
"NATHALIA IMELDA SETIAWATI","female"
"ANWAR SADAD","male"
"SITI NURAISYAH","female"
"JUNI INDRAWATI SUHARDIMAN","female"
"NEVA AYU WULANDARI","female"
"SLAMET RAHARJO BIN AJID","male"
"SUTIARI","female"
"PUTRI SAKINAH A","female"
"AGUNG SISWANTO","male"
"MUROFIK","male"
"BUDI SETIA DARMA","male"
"SUNARMO HENDRO W","male"
"NASIR MAHMUD","male"
"NY. H NOER ZAIN AS","female"
"JUIKA RATIH","female"
"YONANDA AUDIA PUTRI","female"
"ALFIE SYAUQI","male"
"ANTHONY SANJAYA","male"
"IRIANTI","female"
"FERRY WIRAWAN CAPTO AJI","male"
"DARYA","male"
"MARWIYAH","female"
"SONYA","female"
"ANGGA KURNIAWAN","male"
"PERMANA","male"
"AYU SEPTIYANI","female"
"ADI NUR VIANTO","male"
"NUR INTAN HASIBUAN","female"
"KRISHNA ADIYASA ARIANTO","male"
"MUHAMMAD HENDY GINANJAR","male"
"DATALMI","female"
"TRI YONO","male"
"ARIESITA PUTRI PRIMASARI","female"
"ANDI SAPYANDI","male"
"THANYTA ASYRIKA","female"
"FRIDA THE KING NIO","female"
"H.MISBAHUDIN","male"
"DRS.ABDURRAHMAN THAHIR","male"
"FAJAR REDNALDI","male"
"NURLISNA","female"
"TJASMITA","male"
"RASMEINI JABAR","female"
"DIANDRA NADHIRA SATRIYA","female"
"KAMSIYAH","female"
"ROSHATI","female"
"RUDY SUSANTO","male"
"DIMAS SYUHADA","male"
"YENIWATI","female"
"RACHYANDHIE","male"
"WENITA KARLIASIH","female"
"SOEDJOKO","male"
"AZMI GETRI","female"
"APRIYADI","male"
"LILIS HARYATI","female"
"MEGA LESTARI","female"
"FITRI RUCHAMAH","female"
"HAMDAN","male"
"FITRIANI","female"
"ACHMAD RAFLIANSYAH","male"
"ADE SAPUTRA","male"
"FEISOL BIN HASHIM","male"
"SIGIT ADI CAHYONO","male"
"ROHANI","female"
"SUJINAH","female"
"IBROHIM SANDYHI","male"
"ISABELLA KHAIRUNISA","female"
"AGUS MULYAWAN","male"
"DICKY PRATAMA","male"
"MUHAMAD REZHI","male"
"AHMAD FIRGIE HILYANSYAH","male"
"RIJANTI","female"
"MANSYUR","male"
"BETA CHIKITA MARDIANI","female"
"AYU CAMYLLIA NUR IKHWAN","female"
"ANGGA SAPUTRA","male"
"YANTI","female"
"SUMADI","male"
"MERLIA","female"
"CEZIA MAZIMERD ROULY","female"
"NUR KHOLIFAH B.KARSO","female"
"LEO CRYS CANPIO","male"
"OLGA NOVIYANTI WINATA","female"
"JEFRI ADRIAN AFIF","male"
"DEBORA RUTH MAHIU","female"
"SYAPNIDAR","female"
"MUHAMAD HAMDANI","male"
"RICKY PRABOWO","male"
"MUHAMAD NUR","male"
"AHMAD TAUFIK","male"
"MURNI DJUNAEDI","female"
"HAYUNISSA AUGUSTINE","female"
"RIZKY ADITIA RAHMAN","male"
"MARTA R. SIMANJUNTAK","female"
"MAULANA MALIK IBRAHIM","male"
"MUARSIFIN","male"
"JUMBROH","female"
"TH.YUNIAWATI.K","female"
"SYAFIIH","male"
"LILI SUHERLI","male"
"HERU","male"
"AGUS","male"
"ROFIATIN","female"
"IKA MARLINA","female"
"ROBIJANTO SUGIHARTO","male"
"NURAINI","female"
"AMIRUDIN","male"
"MUSRIADI","male"
"JEFFALINO RAGUSTA","male"
"KASIM","male"
"TA'ANERANERA DAKHI","male"
"SA'ANAH","female"
"DIANA WULAN SARI","female"
"WINDARTO","male"
"SUBAGYO RISWONO","male"
"NURHASANAH","female"
"HELLY","female"
"ADIAS EKAGRANA","female"
"TRI YARDI S.T.P.","male"
"DEDI RAY COSTA SIPAYUNG","male"
"SYARIFUL ANWAR","male"
"SORAYAH,AMD","female"
"SITI MULYA","female"
"ALFREDO HENDY SETIAWAN","male"
"LINAWATI","female"
"FITRA FATAHILLAH RIFAI","male"
"RITA MARLINA SIAGIAN","female"
"STEPHANUS GUNAWAN","male"
"PUJI UTAMI","female"
"HERMAN SUSANTO","male"
"YUDI PEDRI","male"
"RANI NURHASANAH","female"
"NURMAH","female"
"IR DJASMAN","male"
"WIRAWAN WAHYU SUSENO","male"
"SUYATMI MARTHA","female"
"HANAFI","male"
"CORNELIUS ADITYA WIBOWO","male"
"AYUB SUHENDAR","male"
"LELIWATI","female"
"HASANUDDIN","male"
"MIMIN MUMINAH","female"
"ELVIANA","female"
"ANDRI","male"
"ZULPIKAR","male"
"HASBIH","male"
"MUNAROH","female"
"ROSDIANA CINDRA MATA","female"
"SAIFUL ANWAR","male"
"SYARIFAH MAISARAH","female"
"",""
"SUPRAPTI","female"
"HARI NOVIAR","male"
"ZEIN AFKAR EL FARUQI NUGROHO","male"
"NANDA OLIVIA DANIEL","female"
"FEMMY ELFIRA TENGKER","female"
"LISTYOWATI SURYANINGSIH","female"
"SRI WAHYUNI","female"
"EVI HANIFAH","female"
"AMENAH","female"
"SUN LIONG","male"
"HJ SOFIA","female"
"HHOE AIREEN DEVIANI","female"
"BUDIMAN","male"
"ULFA FAUZIAH","female"
"HERLYS SIHOMBING","female"
"NOFRI YANTI","female"
"LO HARDI LUKMAN","male"
"HERLINA SUJANTO","female"
"E.SUTINAH","female"
"DEWI NURHAYANI","female"
"MAULINE HELENA INDRASARI,SE","female"
"SANUSI BSC","male"
"TRIYA KUSTIYANA","male"
"DINDA HARASHTA","female"
"KALISOM","female"
"H ABDULLAH MURTHADLA","male"
"T A M I","female"
"JAMAL A MARTA","male"
"FAHREZA AGAMAL","male"
"TETI SUMIATI","female"
"RENAL YORDAN","male"
"FRIDA KRISTINA ANGGRIANI","female"
"WIDURI TEDJO PURNOMO","female"
"LUKMAN SANTOSO","male"
"LINDAWATI TANDANY","female"
"RINA SUSANTI","female"
"NGATIMAN","male"
"MIRA","female"
"SISKA YUNITA","female"
"RIYANTI","female"
"RUSTRIANA PURI","female"
"IR.SYAFRANDS AZWAR","male"
"RUSTAM S.PD.I","male"
"JAYADI FATAHILLAH","male"
"NURHAYATI","female"
"ARIS SEPTI UTAMI","female"
"ALI BIN SOLEH","male"
"MADANIA ANSARINAWATI","female"
"WISNI PUTRI","female"
"MARWAN HAMDI","male"
"MUSTAMIRUDIN","male"
"AGUS PURWANTI","female"
"YOGA PRIANGGARA","male"
"NOVIA MEIYASTI CHURCHIL","female"
"IVAN FEBRIAN","male"
"SANDY","male"
"SUSANTO","male"
"WAHYUDI","male"
"PUJI HARYANTO","male"
"DEVIBRI","male"
"MUNAWIR","male"
"ZAENURI","male"
"RIKMANSYAH","male"
"AMBROSIUS ANDI KOSASIH.SH","male"
"SUNARTO","male"
"MARTATI","female"
"ANGGI MUHAMAD RISKY","male"
"HASANAH","female"
"VERONICA WAHYUNI KABALUAN","female"
"DIDING SARIFUDIN","male"
"ERNY SETIAWATY TAMZIL","female"
"NOVA FRISKA TARIGAN","female"
"TIKA ADELINA","female"
"NY. ANNE SIAHAAN HUTABARAT","female"
"AHMAD BAIDILLAH","male"
"INDAH PRATIWI","female"
"HALIDA YULIAHTI","female"
"SITI NASRIHATUN","female"
"GILDA SHAFIRA FEBRIANTI","female"
"SUNARYO","male"
"L I N D A","female"
"HENDRIK SETIAWAN","male"
"RAMES","male"
"H.DIDI KARMADI","male"
"MULYADI BIN RONI","male"
"RICKY E HEHANUSSA","male"
"MUHAMMAD HISYAM ASYIQIN","male"
"R I Y A N A","female"
"EDY SUGANDA","male"
"RITA","female"
"BILAL JAMAL","male"
"RICHA NATALIA ANGGINA","female"
"MULYATUL JANAH","female"
"JORDI SANJAYA","male"
"SUKIRNO","male"
"MICHAEL DJOHAN","male"
"INDAH SETIAWATI","female"
"AYANIH","female"
"NURJANAH","female"
"BADARUDIN","male"
"GLORIA SANTOSO","female"
"JOVINUS CAROLUS LEGAWA","male"
"MUHAMMAD SUGIARTO","male"
"ANIAR","female"
"VITRINE NATALIE PUTURUHU","female"
"EUIS NURHASANAH","female"
"SATIYEM","female"
"YULIANA","female"
"SRI MULYATI","female"
"INTAN NURMALA","female"
"SUSANTI","female"
"MASURI BIN ABDURAHMAN","male"
"LISNA ERAWATI","female"
"SUDIYANTO","male"
"RIYANANDI PRATAMA","male"
"ERWIN WIDYA KIRANA","male"
"YENNY SETYAWATI WANATIRTA","female"
"FEBY RIZTIANA","female"
"AGUS BASUNI","male"
"ANDRY DWI WIJATMOKO","male"
"ALI TOPAN","male"
"H.SATIRI BIN H MUSANIP","male"
"INDRI CHRISTANTO","male"
"SUTRISNO TJAHJADIN","male"
"AGUS WIDODO","male"
"EVI YULIANA","female"
"SUHARDI","male"
"RIENOVI SEPTIANI","female"
"SUSILAH","female"
"SOHEBUL ANAM","male"
"NOOR SHOFURO","female"
"TUTY INDRAWATI","female"
"SITI ZULAEHA","female"
"ROBY SUSANTO","male"
"HAPPY HERAWATI B","female"
"SRI NURANI SETIAWATI","female"
"SRI SETIANI","female"
"ABDUL AZIS","male"
"SUMARDI","male"
"MAI SAROAH","female"
"EDI CANDRA","male"
"ROBIKA","male"
"HELMY MACHFUD","male"
"TJIA GIOK TJENG","female"
"HASBI","male"
"NUR AL DINI","female"
"NUR WANDA HARI","male"
"LIEM GIEN HWA","female"
"ZAINUDDIN","male"
"DENNISON MORIANA LOPUTRA","male"
"RACHMI FADILLA","female"
"NOVA WULANSARI","female"
"MOHAMAD NUR","male"
"MARIMIN","female"
"KOMARIYAH","female"
"YEKTI ANDAYANI","female"
"JENNYARI","female"
"HJ MUROH","male"
"ROHAYA","female"
"NOVARILTA WELADONA","female"
"DIANA SISFARENI","female"
"AHMAD SYARIFUDIN","male"
"NANGGALA SUGANDHI","male"
"SRI AGUSTINA","female"
"DARSAH","male"
"MISNATI","female"
"SUMIRATNO","male"
"MUHAMMAD SALMAN ARRIFQY","male"
"WENI NURFADILLAH","female"
"BUSERI CHASAN","male"
"RAMADANIS","male"
"ASTUTI","female"
"DRS A.TACHTI MALLONGI","male"
"E.SUBAGIO","male"
"MUHAMMAD FACHRISA ALWI","male"
"JEMMY TANTRA","male"
"NIKEN TANIA LINGGAR DINI","female"
"AMSAR","male"
"SHERGINO","male"
"NASTYAZKA SUBAKTI","female"
"YUNISARA","female"
"LIOE MIE LIAN","female"
"BAY SUBARKAH","male"
"KHAIRUL ZAMAN","male"
"TAN MIKO","male"
"WASTINI","female"
"DWI WAHYUNINGSIH","female"
"SUPARMIN","male"
"ISMAIL","male"
"HENDRA","male"
"JEFRI","male"
"TEGUH AVIANTO","male"
"A.TONI","male"
"NOVENTRI","male"
"NURAINA","female"
"RA.IBRAHIM HANAFIAH","male"
"YULIYANTI","female"
"EDISON SARAGIH","male"
"JAMALUDIN","male"
"NURMIS","female"
"R.PANDJI SETIJO.SH","male"
"JOKO MULYONO","male"
"JIMMI PARDEDE","male"
"MASRUROH","female"
"SUJADI M NURGRAHA STP MM","male"
"JAMRONI","male"
"HADI","male"
"LIOE ANDI","male"
"T JOHANES MOESONO","male"
"YULIANTO","male"
"SRI UTAMI","female"
"NITA DEWI JAYANTI","female"
"LIVANIA JULIA","female"
"SUI THIAM","male"
"DITYA ANGGARDA KAMESWARA","male"
"NURLAELAH","female"
"MARYATIH","female"
"ANWAR BUDI SANTOSO","male"
"MAURINE","female"
"ALEXANDER SISWANTO","male"
"PAULA ANGELINA","female"
"LENA PURNAMA","female"
"SYAHRIR SYAM","male"
"MARYANA","female"
"DWIYANI PRIHATINI","female"
"BADRIYAH","female"
"IR.AGUS SETYONO, MSI","male"
"MUHAMMAD ILHAM","male"
"SURIA ANTONO","male"
"LISTIAWATI","female"
"HELNI SALAM","male"
"DEDE CHANDRA","male"
"SRI HARTATIK","female"
"SERRAH AFRILIANI","female"
"BRYAN TEJA","male"
"SELVI SETYAWATI","female"
"MARWAN","male"
"SIENTJE MANTIRI SOESITO","female"
"DRS ABDUL AZIZ TAHAR","male"
"MAULIDA SYAPUTRI","female"
"NOVI OKTAVIANTI","female"
"VERONIKA APRIANTY","female"
"MAHNUS","male"
"JUNAIDI","male"
"FITRIAH","female"
"NUR ALAMSYAH","male"
"ANI MARYANI","female"
"NY PINTA SITINDJAK S.SH","female"
"RIKI FADILAH","male"
"AMIN NJOTOPRANOTO","male"
"DARMINI","female"
"JEKSON NAINGGOLAN","male"
"TIHANAH","female"
"H. MUHAMAD","male"
"",""
"WAHANA MUGI LAKSANA","male"
"KHORIYAH DAULAY","female"
"MAYANG PERMATASARI","female"
"WIDIA ENGGRAINI","female"
"MIFTACHUL HUDASIWI S SI","male"
"AR-RAUFIAH RAHARTI","female"
"FANY SETIAWAN","female"
"ROSMANY ARIEF","female"
"FATIMAH","female"
"MASRI TANJUNG","male"
"RISA CHAIRANI","female"
"ADELINA SHINTA WARDHANY","female"
"E. RUSNAWATI","female"
"SAHUDIN","male"
"DR.ALEXANDRA.J.SALIM","female"
"IBNU MUDZAKIR AL ROSYID","male"
"RIZAL","male"
"SANTI AGUSTINI","female"
"MARGARET LILI","female"
"ARTI ISHAK DJUARSA","female"
"MAHPUDIN","male"
"DEFI PURNAMASARI","female"
"ODIET DESWANTO","male"
"ACHMAD YAMIN","male"
"SRI RAHAYU","female"
"MELANIE OCTAVIA","female"
"MUSLIMAH","female"
"KHAIRULRIZKI","male"
"MARIANNA SINTIA","female"
"HIDAYAH R.KURNIA.S","female"
"FITRIYANTI","female"
"RONNY","male"
"NATALYNA G","female"
"YOFI","male"
"ANDI SAPUTRA","male"
"DJUMI","female"
"TEDDY SUMINTAJUDIN","male"
"FAUZIAH","female"
"NUR AKMAL M.","male"
"SEPTIANDI SAPUTRA","male"
"MISRUL AZIZ","male"
"GABRIELLA DJOHAN","female"
"SALBINI","male"
"ANANDA MELA NOVI MANURUNG","female"
"ALIPAH","female"
"MARCELLA PRATAMA","female"
"LUSIAMAH","female"
"JOCELINE EDWINA TEJA","female"
"REBECCA WINAYAH","female"
"MAIMUN","female"
"TIKA JASADIPURA","male"
"WALUYO SEDJATI.SH","male"
"SA'ADI","male"
"RENDY RAMA FITRIAN","male"
"GOUW ANTONY","male"
"",""
"SITI MAIMUNAH","female"
"JUMRAN PALUALA","male"
"NATALINUS SETIAWAN DJUHARI","male"
"HANGGRAENY BETHAVIANA.M.","female"
"TARSINAH","female"
"SUPARTI","female"
"DEMAK FARIS HUTAPEA","male"
"MIMIN","female"
"NURHIDAYAT","male"
"GEIS ASSEGAF","male"
"ANDREE ANDI","male"
"R.DEDY KUNTADI","male"
"LISTIAWATI","female"
"MURSIDI","male"
"SUHERTIKA BT SUGANDA","female"
"ELFRIDA","female"
"ESTER ANRIYANI","female"
"LIM LIP ENG","male"
"MARCELINUS MARK SIMONATA","male"
"F A D L Y","male"
"AFRIZAL","male"
"MIECO HATNOWO","male"
"YAHYA BIN SALIM SH","male"
"LARASATI","female"
"MUCHIYAR","male"
"HARY MUGIHARDJO","male"
"FERRY FERNANDES","male"
"SUKARDINATA","male"
"LANAVIA IRAWATI","female"
"AMAT RAHMAT","male"
"HAMDANI","male"
"ANAH","female"
"MURYATI","female"
"EKA PUTRA","male"
"SOBRINA LIDIYANTI","female"
"ARIP SANGKUNIADI","male"
"HILDA NOVITA WIJAYA","female"
"SOERASTRI HARSOJO","female"
"MAS'AMAH","female"
"MA'MUN","male"
"UNEF BUDIMAN","male"
"SARAS NURFITRIANA","female"
"FIRMANSYAH","male"
"CHAIRUNISAH","female"
"MOMO SUTARNO","male"
"ENDRA EFFENDI","male"
"ROBY SHERMAN","male"
"SARKIM","male"
"DENI INDRA JAYA","male"
"YANES AHMAD","male"
"SYAMARIMAH","female"
"PETRUS DARMAWAN DJUHRI","male"
"MUHAMMAD DEVI","male"
"NURHASANAH","female"
"DWI YULIARTONO","male"
"PUJI AMBARWATI","female"
"HERU PRABOWO","male"
"SUNU BUDIANTA","male"
"IR FERDINAND H GIAM","male"
"AZWAR LUBIS","male"
"FERAENI,SE","female"
"DRS.RUDIJANTO BOENTORO","male"
"MARIANA","female"
"MARCO TJANDRA","male"
"H.SUN'AH","female"
"LAURENTIUS WAHYUDI","male"
"RINI SARI RAHARDJO","female"
"INDRA SJARIF","male"
"SYAHRUL RHOMDONY","male"
"AHMAD MA BADIN CHOIRUZZAMAN","male"
"WARNITI","female"
"M. TAUFIK","male"
"ANDI DEBY OLIVIA SUHARTO","female"
"NUR ASNIAR","female"
"KOMARIAH","female"
"ASEP MULYANA","male"
"SUTRISNO","male"
"NADIAH","female"
"NANA SUMARNA","male"
"HJ.HALIPAH","female"
"AHNA SUHARNA","male"
"PASHA FACHLEVI","male"
"MUSAFFAK","male"
"LIM KON LIAN","female"
"YANTI HARYANTI","female"
"FATMAL.N.W.","male"
"SUDIRMAN HASIBUAN","male"
"IRWAN","male"
"SAMSIYAH","female"
"SYARIFUDIN","male"
"MUHAMMAD FIKRI FAHMI","male"
"DUDU RUSTANDI","male"
"ROBIN","male"
"SURYADI","male"
"ROSDIANA","female"
"ABDUL HARIS","male"
"MARLINA ANGGRAENI","female"
"AGUSTIN FARHATI","female"
"WARSIFAH","female"
"HJ. TIEN S.","female"
"VALENTINE INDRA JNR MAKALEW","male"
"TJENDRA SETIA BUDI SIAUW","male"
"FAIZAH AHLAM NOTAVIA","male"
"CYNTHIA WIDJAJA SAPUTRA","female"
"HJ. NURSAETI","female"
"HERWIN HANARDI","male"
"ALISAN","male"
"IRFANSYAH","male"
"HABI DARDA","male"
"ILIANA","female"
"RENDRA","male"
"NUR HAYATI","female"
"RIMA KUSUMARINI","female"
"ELLY YULIANA","female"
"ROS YUNITA","female"
"LAILIYAMA","female"
"MUHAMAD EKO BASUKI","male"
"BUDIARTO PADMO SOEDARSO","male"
"CLARA ANGGRAENI H KONG","female"
"ANGGA PRATAMA","male"
"H. SA'ANIH","female"
"SUWITO SLAMET","male"
"NIRMALA FAJAR PERTIWI","female"
"FAUZI SUHERMAN","male"
"CATHARINA SUCI PUJIWATI","female"
"SUGIARTI","female"
"SEANAH","female"
"LEONG PIT YUNG","male"
"RAHMAH","female"
"ABDULLAH","male"
"ROSMILAH","female"
"ROMLIH","male"
"MELY DARYANTI","female"
"ERIZAL","male"
"REZA MAULANA MARDIANSYAH","male"
"JAINUDIN ABDULAH","male"
"NURANI","female"
"EMELLIA ADIKARTA","female"
"SEPRIYON","male"
"TJEN, YUDI","male"
"HERA YUNITA","female"
"DR DIANA MANGESTI","female"
"KS.SUDRADJAT","male"
"R E N I","female"
"ELLI AMELIAH","female"
"ARIANTI","female"
"DEDY FITRIADI","male"
"NY ETTY JUSUF","female"
"HARJONO","male"
"WASILAH","female"
"NURJANAH","female"
"SOFIA HUSADA","female"
"EKO WAHYONO","male"
"WAHYU AJI","male"
"HJ.TIHANAH","female"
"DEDY DWI SATRIA","male"
"SITI AURYAT","female"
"ARIPUDIN","male"
"EVY PURWANTY","female"
"WASTINI","female"
"MU'MIN SUPRAYOGI M.SI","male"
"ALAMSYAH","male"
"CASMARIA","female"
"NY LANNY","female"
"SRI SUPRAPTI","female"
"SUYATNO","male"
"HANI PUSPITA KOMALA","female"
"BAKRI EDWIR","male"
"KARTIKA ROSILELA","female"
"SANNY GUNAWAN","male"
"SARAH LARASATI","female"
"SUSRIYANAH","female"
"ZAENAL ABIDIN","male"
"MASEHUR","male"
"HIDAYAH MAULIDINA","female"
"ROHIM","male"
"DAVID SURYA HUSADA","male"
"MUHAMMAD IQBAL FADILAH","male"
"MASHUD","male"
"FARIZ MAULANA","male"
"A.HIDAYAT","male"
"TEGUH STIYADI","male"
"ISKANDAR ZULKARNAEN","male"
"ERNI SETYANINGSIH","female"
"PARDJOKO","male"
"NICO FERNANDO","male"
"NURHAYATI","female"
"LILIS SARIFAH DIMYATI","female"
"M.ZAEDUDIN","male"
"MAULANA","male"
"GOFAR NANDAR PRASETIYO","male"
"EVIE SOENARJO","female"
"ANDINA NURUL FADILLA","female"
"NENI RAMDHANI","female"
"DEWI MARGARETA ASWANI","female"
"KARTIKA AYU","female"
"HARIYAL HIDAYAH HARAHAP","female"
"HASANUDIN","male"
"INDRAWAN","male"
"MELANIE DWITA MAHARANI","female"
"H ALI ISPANDI","male"
"SUPRIDA","female"
"POLDIAN ARIFIN","male"
"PRIATIN","female"
"G SULASTUTI SOERYATMOJO","female"
"SARMAWATI","female"
"ABDUL MANAP","male"
"ANDIKA","male"
"KAMADI","male"
"RATNA","female"
"DRS. VICTOR F. SIAHAAN","male"
"FUNGKY JULIANTO","male"
"ZAINI","male"
"BINA IKA PRADIKA","male"
"HARTONO","male"
"FABIAN MARCELLO","male"
"MARIA DESSIDERIA P. SETYOATY","female"
"ALI","male"
"MASALIH","male"
"NUNUK DARWANTI","female"
"NASROH","female"
"SRI RAFIANTI","female"
"SAL SABILA","female"
"NYAYU NAWAL NURDINA","female"
"SANTOSA","male"
"ARIF RACHMANSYAH","male"
"FATIMA TASHA FEISOL","female"
"H YASIN","male"
"ADE HIDAYAT","male"
"ABDUL KADIR","male"
"HERMAN SUDIARTO","male"
"SUPYATI","female"
"JOSEPH EFRAT POHAN","male"
"YUNI YULIANTI","female"
"SYAFRUDIN","male"
"ALI SUSANTO","male"
"CHOIRUL ANWAR","male"
"RUHUT ADVENTRI TAMBUNAN","male"
"FELISYA KALSUM FEISOL","female"
"TJUMITRASARI","female"
"MUHAMMAD MISHBAHUDDIN AL HAFI","male"
"SANUSI","male"
"PERAWATI MARPAUNG","female"
"ELLY DJOHAN","female"
"ALFIANDO","male"
"NA'AMAH","female"
"OMEH","female"
"MULIA WATI","female"
"ITA ROSITA","female"
"SARJONO","male"
"DRA LAKSMI WINGIT","female"
"MUHAMAD FATAH","male"
"ANNISA SAVITRI","female"
"MELLISA","female"
"SUWARNI WARIS","female"
"ELA FERTIANA","female"
"BAMBANG WIJAYANTO, SE","male"
"CASDI BIN CITRO","male"
"H AINUL MARDIAH M.","female"
"MASIAH","female"
"ANI ARIJANTI H","female"
"RISMAULI SITORUS","female"
"DARUL HIKAM","male"
"RUKMAN","male"
"MULYADI YULFI","male"
"RESTION","male"
"HENDRA NOVERMAN","male"
"MOHAMAD FAHMI","male"
"MUHAMMAD MISHBAH ALHAZMI","male"
"HUSNUL KHOTIMAH","female"
"ADI SURYA","male"
"ANI NURYANI","female"
"BUDIYANA","male"
"DRS HAJI MUNAWAR","male"
"SUSINAH","female"
"STEPHANI","female"
"TJAUW JIN","female"
"HARYANAH","female"
"HASLINDA","female"
"KATINEM","female"
"MIA RAHMAWATI","female"
"ADINDA MAHARANI SUMONO","female"
"SITI MUSDAFIAH","female"
"SUSMERI","female"
"ROLANDO FILANCIO N","male"
"AHMAD FAISAL","male"
"HENKY SUTANTO","male"
"ANGGA DEWANTO BASARI","male"
"SRI WIDYANINGSIH","female"
"SUCI YULIANTI","female"
"NURLINA JASADIHARDJA","female"
"YUNITA KUSUMAWATI","female"
"NY.SAODAH","female"
"UMRIZAL AGUS RIADI","male"
"MARIYAM","female"
"ERLINA","female"
"H HAMIM","male"
"HENDRA","male"
"MASTIUR SIMATUPANG","female"
"JUMARNIS FRIATIN","female"
"NADIA HUTRI RAGUSTA","female"
"MUHAMMAD YUSUFA ISLAM.A.","male"
"SUNYA WIJAYA","female"
"NURHIDAYATI SH","female"
"IDA PARIDA","female"
"SELVY FARIDA","female"
"JAMIN ROYNOTO","male"
"IR SUKMA SOBANDI","male"
"LUKAS","male"
"EFI SUSANTI","female"
"NY DRA WIDY HASTOETY","female"
"SUDARMI","female"
"NILA ANGGRAINI","female"
"",""
"CICI KOMALA","female"
"HELMI IMAMI","male"
"MUHAMMAD YUNUS","male"
"AGUS SETIADI WAHYONO","male"
"SRI HARIYANTI","female"
"ELVIRANI DWI SAPUTRI","female"
"SJAHREZA","male"
"HENRI PAUL/AHMAD CHAIDIR","male"
"SUGI PURWANTO","male"
"SITI AISYAH","female"
"WAHYU YUDISTIRA","male"
"MURTIHARI","female"
"ISLAMIYAH","female"
"AHMAD SAOGI","male"
"WULAN PURNAMASARI BR. LUMBANTOBI","female"
"BAKTIAR INDRA","male"
"IRWANDI SAPUTRA","male"
"DEDAN SURKIRMENAH","female"
"FARIDA HUSADA","female"
"W A S T Y","female"
"MILA KOMALA SARI","female"
"ABDUL KHOIR","male"
"JUNARTO SIAHAAN","male"
"SIRUN SUGIARTO","male"
"ZAENAP","female"
"RAPIK SIPTIAN","male"
"GOLIANTO","male"
"RATIH","female"
"FITRI FEBRIANI","female"
"AHMAD DARMADI","male"
"EFA HENDRI","male"
"ALIYANAH","female"
"SONATI","female"
"WIHANTI BT.KURDI","female"
"RACHMANSYAH","male"
"BERNADETE SUSIANTI M","female"
"MUNAWARO","female"
"ELLEN","female"
"WATINEM","female"
"TRIHANDAYANI","female"
"MUHAMMAH RIZKI","male"
"HENRIZAL","male"
"SYAMSIR ALAM","male"
"ARDANIA","female"
"YOLANDA","female"
"MULYA AMBAR HANI","female"
"DR. DIKA PUTRA YUDA","male"
"IKA ROSTIKA","female"
